United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
5320295,591381,9871434,6573441,268396,4069120,104044,4933186,469351,1763459,168087,2237217,116984,3056363,119028,425269,0,105760,260066,1111079,1231149,52405,916384,416892,684192,76436,53507,350516,24524,645184,399456,160859,196516,1364839,351827,438144,1166715,329310,32441,1223689,13719,49750,5983,168416,870431,41358,88109,342347,160283,18525,321998,17346,3000,4320,83668,22685,57628,5991,3280,4668
18647532,11540505,3025049,3863309,14108889,1824838,2350817,1495187,1550183,2405132,1259892,1173873,750164,1366702,6704612,530146,500504,0,2926616,329328,355260,5782639,360901,293736,305380,440067,2771583,133875,1658762,270722,436702,52659,663438,102489,186700,122366,400848,208707,124232,234966,87820,439989,46345,31256,21689,10397,16258,16712,38658,151856,54985,30057,18483,6607,21987,52521,35066,24385,4758,29895
7899901,11552489,1591043,4724005,19454411,1159591,7437675,1352773,1419329,576242,403656,775548,3549558,614551,2298524,122806,283082,2206194,0,74041,151397,1789738,70981,70059,293079,373660,2214917,32789,619838,143154,219457,13729,1123920,47267,77719,33052,73516,464384,149952,44845,31838,5189477,46876,16626,73259,1243,3463,20180,14496,162634,5908,4010,1253,7726,11650,18629,2855,3725,9317,75863
1944447,487270,19826755,3207376,210954,3892647,88789,4434387,297940,2448781,93947,2292641,80336,2035797,47751,535193,996105,112918,159243,0,2310201,75920,1377012,3218977,2538788,139067,25606,1944139,2528,1243189,157541,1169030,117492,822471,776767,448672,78810,573206,22135,169501,24004,15878,11439,275552,215494,474967,947216,169751,281899,4714,41493,75086,4430,337,3473,6732,207338,33297,2687,1374
12618720,12127411,20240953,7343428,5710048,9126501,3671455,8174299,1066069,7611634,437180,3896557,1215045,4541402,322595,839176,9033138,1020597,52501,6390629,0,466500,1698183,2793452,2196629,808034,267340,3385003,403718,927732,74768,2744435,40161,2229438,1148566,765070,688156,6618350,23893,2863867,81721,12854,44723,402269,1792825,11142572,2853866,4807772,1205680,1868,390394,10377,8618,1738,54031,64034,1098565,16461,342315,1951
29043802,18174737,4616722,4386292,14117955,1932533,5678676,804881,2026751,4339072,3373463,583668,2214486,827704,24972500,155915,646747,5550549,4280578,438178,423337,0,256202,575658,197715,515471,1681946,622001,2059607,243589,579999,134015,590941,117323,185255,89806,32783,335852,118357,114010,82746,557099,95040,45888,31971,19037,24766,23337,41640,313240,46267,4267,2513,9597,23368,40492,53197,23084,3959,19661
5939604,1509822,30111330,4409744,1307081,3956670,454250,9600473,999982,1918802,362629,1577738,252068,2495993,501193,4901173,1071813,211608,640882,1574551,918482,139661,0,2654900,1121353,329579,77932,4901052,75225,799214,153104,1250366,427953,1141288,384672,464167,203813,530461,69227,561822,42869,97571,23748,1447662,342162,72007,139714,141333,1131318,21307,49769,137397,1594,4739,9696,9419,69827,7866,4862,4809
1837849,442243,21146714,2380056,274600,2534229,108257,2230351,181777,1963863,172122,1515684,158618,1346930,169144,794126,654592,52173,130038,3188115,834636,54772,3509508,0,609314,110086,23483,1723855,23884,364296,137302,3979971,149212,706574,359567,203698,104214,318901,14143,234061,39561,17616,8380,418745,244112,111091,189996,99056,395819,1228,21860,59079,194,2612,78,7534,92135,939,1309,1681
13094202,3339569,12638536,9537816,2112768,5581023,762255,4764385,1665015,5276774,866647,6106225,923182,3363247,783591,1349848,1118403,382903,1369538,2381317,1611743,780644,1483215,739076,0,819603,380445,781139,155004,8968817,643551,272736,638781,347264,7597477,726523,328634,5485780,275365,775509,88379,235472,53187,191090,166705,98417,414773,166563,249501,78613,181937,59403,12653,71356,34249,24872,522915,25838,18213,24027
22738203,8672861,5694342,3257144,3651725,3093923,2195407,3318543,1807131,3372701,4340870,1981561,662453,2375036,600474,408562,566293,811007,452383,532692,1369508,342932,360735,186260,553212,0,442007,140521,273594,184923,288389,84499,996828,397053,392374,1066033,207081,316469,2835834,331273,1352172,78191,698456,107242,236334,96979,11220,115817,116727,20123,156641,27665,224597,163554,22772,508067,26522,350188,676525,6902
11679975,7215671,2816109,2208160,18702463,1443924,6368132,1474700,716622,1761734,613647,1103089,2427665,1434603,9730412,127430,623420,2323943,2906133,335721,220888,4201191,187492,150772,137623,369802,0,115167,998370,171495,98074,110238,308642,56019,103370,107586,27488,147349,143218,126589,59586,280309,51492,64962,49332,10552,6532,12202,83870,174459,14614,49931,5051,3632,45755,33453,17719,7531,3486,87217
2643145,475591,16665205,2894717,509108,2656097,123261,3070393,161395,1658091,176473,1081380,29420,1628433,212615,622263,705407,32790,120068,1663511,739881,35145,3388178,1397440,832031,129797,12340,0,14141,327101,267019,998003,284925,1033850,316225,82866,170847,586326,11900,250306,19095,19378,5596,543082,175601,55911,99852,58003,508711,952,36384,21418,913,403,2525,14884,126483,619,1050,577
9573097,9059443,2510990,1602036,8252519,510554,2119961,202624,735983,2643035,866807,279620,180851,213290,4223845,74794,111868,1549448,566951,107417,50070,2817711,189110,300500,34574,209003,228575,94724,0,70400,136214,16144,87838,44578,38033,15980,44851,82716,15035,22191,15765,77088,6431,8150,5629,2084,2479,1827,7204,6754,2243,2070,283,1562,1143,6694,14494,10265,1157,1727
4017663,1205774,11621795,5720545,2794037,3450827,471347,2623007,772000,3094138,201384,1281572,266633,1869211,294237,902900,342918,196269,748568,1332836,716928,141638,555746,419478,9278524,188118,73824,381969,51329,0,930574,108358,177983,115733,3556363,389475,139236,1755392,67864,495723,21680,167048,23525,81116,84212,54376,445339,33565,126398,18109,29912,38453,40794,8911,21469,19550,148077,11282,7668,22020
27574777,1187896,18736889,19521477,3798591,8009740,828592,5205427,1324502,4394451,700026,17249806,147851,3445115,901683,3779192,700251,185752,1358129,461222,239237,590920,1309494,369723,1412067,267782,107043,229160,316586,731555,0,115633,631553,159510,696804,470832,370372,491542,48515,446820,67539,104797,12674,72316,46857,16165,24842,26689,97940,6821,41232,120670,3712,1808,9480,5972,33904,45263,6162,13268
1240041,128530,9470582,485149,126560,793845,23283,1661064,86240,641863,54137,380592,18871,364996,0,243398,232714,9058,17688,1453391,404999,16194,2387591,3573032,199021,22379,2318,1204973,1861,161265,23297,0,57991,335277,78183,39427,10733,179117,4034,88615,3655,4056,3389,231543,106067,42452,45970,23671,154734,338,4117,9169,174,469,2889,1638,24190,704,148,0
6154241,2960203,3994566,8088262,4608942,1280126,998874,2501164,498365,1244394,214965,1658986,1791831,1457475,327686,816399,1006683,420419,976930,122689,131655,336072,383558,118034,198340,268098,228546,8909,46871,174552,196453,10046,0,41655,111382,254094,290396,66966,89141,51060,0,103429,27120,14956,5984,2891,969,7263,17909,21911,6355,5906,392,936,39091,2914,11111,1014,5766,334452
919611,326779,3860803,1460258,105026,1934774,146405,5008814,130370,573409,28986,682868,140364,552898,51875,144335,1699553,23316,24395,405670,130988,6989,897641,220754,153720,9822,22156,901910,510,42457,67483,145671,11701,0,124483,51099,97903,58310,5530,626218,0,5747,10461,125854,421716,9124,7232,37334,190124,783,30815,3752,78,208,1265,810,8943,381,363,167
6832976,1397798,16371899,15494669,1220614,8595418,560308,1223697,3813916,5331914,146758,2673914,296723,2051580,275336,228709,495367,115089,170300,1268251,464388,62835,359799,96921,7662562,340542,123862,51954,8995,3143591,1165556,40401,53837,82670,0,659974,79847,1245879,63480,106524,17078,21558,25042,20200,11196,27214,108671,18360,59630,7777,5083,4613,16464,13547,3950,26696,77165,5728,3451,3433
2332878,280897,5760427,3545358,198404,4523585,65091,1658485,230685,1411233,249917,1759331,16866,8456320,234926,395711,236730,20145,141593,284722,66760,162549,552342,160457,383197,190722,2423,102010,7079,321303,249363,59155,123836,96470,187803,0,69990,265857,57090,140720,7255,19557,7648,46625,38969,2853,16404,2260,24847,1409,67003,36052,1070,1798,998,4469,16811,2430,2312,518
14814514,942863,1561298,1747378,786286,1029902,477024,1110385,532184,1148485,401934,2471545,831729,702021,428564,335593,714143,500917,407935,153173,208799,0,109583,97129,106198,501784,0,83835,204565,81142,134855,18531,264718,164721,73510,82059,0,103008,50136,217024,63002,79849,17805,31224,24571,15734,8566,42160,18927,41598,0,6609,8533,14517,21155,21070,5410,21162,5350,7992
4087248,3021425,7517516,4384564,1387787,2681131,440861,1926746,747458,3296885,241880,1713067,360740,1667013,425147,697315,708290,290010,578154,1232397,2336301,181856,885078,332079,6458348,400223,210908,605547,145486,1444755,296668,118280,374931,97016,1933419,303346,314458,0,199455,533340,58353,136125,52705,68517,49465,47018,415663,152192,60483,65123,94929,27276,31321,13820,49473,83472,985245,19199,6064,27940
5419461,3666724,1546555,1347454,4180532,1543704,1933548,1600542,1006988,898933,1463717,240332,309033,925250,81952,47838,176449,172570,84046,33178,82284,145379,93757,19702,303254,1398652,110474,1605,54138,95394,52528,2524,37772,3140,58931,45459,12654,145149,0,145920,341322,26498,470723,10700,180901,1828,3150,923,3742,16281,1858,137,23686,44907,97,368024,8707,109087,58425,209
810311,86309,1820385,1215183,124985,656464,108204,1867915,99388,453037,25761,250761,19387,541011,49491,126326,594351,18718,106251,200449,167198,5682,176749,84761,154293,49232,21608,83426,2479,160151,49375,47376,19147,440863,56033,95084,173924,137412,4661,0,1497,8900,1701,48780,831085,7787,29973,8703,52904,848,61424,6422,426,655,7077,746,7992,334,2866,1680
7731397,175507,630277,545924,289856,317999,106339,560583,322117,328678,635221,527272,7944,296550,26544,58069,95932,8146,22216,32756,67496,1803,17456,46262,35321,143270,2832,3544,5534,95462,22084,10859,32589,8506,50256,154480,121041,73402,304406,6229,0,3649,779439,9159,1917,3144,877,152,13202,2901,1618,134,109848,124033,23,1107490,1203,277490,2674,24
3178109,1413218,668107,1104251,2468566,401295,879555,298949,414238,285348,280310,502678,98518,187433,268337,83487,18001,237156,4026720,20216,55764,339915,44708,7458,38194,27763,223654,4010,289667,155770,30187,4100,83758,2312,23687,22968,8149,23358,25172,41785,11253,0,23358,4437,906,1491,926,3312,5158,88821,1610,263,12284,19502,293,864,3378,1504,3959,2233
3913533,1522896,464794,1156195,682558,153241,283116,306912,351563,125394,282124,150762,40108,455702,12260,17681,49372,41946,48021,13946,14675,8287,8517,9898,53411,349384,25776,1915,8893,28234,4445,3403,2327,9076,47238,7602,4138,74834,711014,6303,244672,9740,0,775,76375,465,1884,31218,3207,1012,160,43,12995,17776,45,206003,1382,10178,8990,208
530065,41959,2929000,300752,38224,900768,20950,2013990,42435,141041,41906,148164,22528,196234,7001,179959,203222,9770,42128,459120,378923,6867,1440787,358514,152735,18781,3008,457594,1153,125490,17249,229072,21324,165531,56985,22776,27693,62414,3924,57526,3245,5925,981,0,92221,34417,37447,35474,1179421,446,15637,10167,40,13,2224,2199,10794,157,920,0
545532,67141,1196130,290584,27549,600682,19829,1342792,62942,141649,26775,631803,17921,339973,103404,52807,959471,11849,15015,131196,201093,5730,251925,88203,47646,60600,20179,90696,6519,38326,14431,33710,6168,348890,22302,14318,46121,19734,1127,574571,6683,932,915,35529,0,18437,19167,14675,50555,2093,32086,609,1525,126,1573,973,8548,704,1276,918
375316,153954,462790,208130,6057,316857,3623,123334,8608,91680,6230,97894,12989,96715,2044,3120,42205,2377,559,698524,6484977,112,22678,59267,35818,224572,14,152460,258,44161,9583,52874,3148,82685,19692,13433,1129,36486,29,3321,60,262,48,6409,26732,0,241201,143822,28629,0,373,5192,0,33,176,7163,152906,0,684,0
526059,13523,890179,497203,19326,776974,18996,191002,118956,224294,8906,279314,17655,128441,1362,37155,173930,873,9685,475536,459540,7479,41383,47168,562150,467,142,44811,26,364516,34953,14127,1851,14112,217413,44639,3133,82505,235,4194,1153,244,12657,4223,12181,175591,0,19573,9596,4,775,1883,1,0,0,11824,352652,35,326,0
568557,2286271,2516045,160238,246010,1497003,204029,924515,37048,301964,3658,38581,13965,538587,300,87735,442193,69988,3420,446263,3428692,6370,567415,120878,24246,5083,12919,58401,567,69582,2086,0,17,587925,1711,315116,520,227963,2184,130247,1184,1659,38,9389,147599,23524,9629,0,188,0,7984,8,8,0,0,7486,43801,2,0,0
300099,21904,789283,88834,65523,147547,5971,1567380,19027,56546,7050,79861,984,35717,11396,51293,35229,1905,14967,61879,78997,876,726079,59379,129845,1335,1579,133054,539,19517,20462,30630,2707,44399,9738,2014,5426,9602,1714,86857,457,1146,1243,640711,32767,9798,5920,8450,0,285,811,1184,20,0,117,2,3104,70,49,2
2079814,22590,315858,1073114,196906,149967,44751,140149,87728,87548,53450,331380,333184,67134,73643,44708,21714,9568,62021,29321,155757,6970,24598,13645,29174,6349,5885,2648,6960,11966,24796,2361,11786,2046,11025,4911,37271,8254,14125,5445,4564,15609,5065,2823,948,3038,3136,3262,2153,0,8610,86,0,1054,567,2892,2975,199,638,820
224691,34131,1025678,299801,58758,3232241,7184,2435481,18411,227961,8532,465705,90254,590383,2505,20268,100410,620,4029,66874,5368,6298,62570,22877,25226,74186,2627,964,41,5610,20618,6591,2641,6001,15387,30394,0,7811,186,21744,678,7577,353,19664,7475,105,118,351,10291,178,0,7628,14,0,269,180,1540,15,6593,40
308723,129083,2733359,1548711,51359,2029059,55394,1420616,58925,797971,39896,2102358,10327,394998,13526,214516,533159,5527,1672,140694,56929,7770,185229,144118,393479,19711,1551,82758,1940,201965,30390,22213,28189,19507,38052,147441,20872,49698,14018,242745,823,8003,620,39005,5385,1203,26725,5189,11368,6004,6510,0,62,0,1,11011,6296,0,27,479
4636707,15590,59303,78820,59937,53996,121849,36044,98644,63373,37756,82674,3264,103529,2177,11497,3296,2030,4372,3300,1478,3340,5822,3257,3046,2240,21,98,23,1539,339,636,1886,986,3448,87,303,80258,3148,1175,3371,771,2087,542,138,98,123,7,567,0,102,45,0,17125,0,2471,584,12191,121,0
3359119,42907,65875,29895,77959,30300,62123,37943,139724,73541,229919,16508,483,41651,6101,8729,117,352,2508,2387,1832,14108,4364,214,5993,575,1049,27,139,3228,679,116,4048,1048,7749,2642,1628,6554,12393,173,14100,1094,10876,232,9,3120,11,2956,648,1796,2,3,38666,0,51,16555,187,158767,40,0
45421,14386,87961,26732,73853,19276,1286,40926,4941,8574,572,18851,8187,4110,696,5749,18017,1129,1395,2595,1359,2276,1673,1243,7212,367,3651,1114,630,1660,138,814,3573,2273,2361,10834,25103,3446,0,4412,23,377,0,303,6,10,50,3,120,10,267,5,8,96,0,0,851,0,0,1035
4689776,92217,453173,98857,169697,126140,443838,295912,96506,92650,53876,230111,21304,180539,4588,40254,39412,5346,4792,77703,361809,452,46917,21024,3455,82781,1987,2173,257,6760,1346,4114,2545,43082,11203,39036,5704,8152,139246,28801,380083,21483,667904,12609,9499,2970,7367,7203,17622,565,13519,351,15534,10041,5284,0,6395,7633,1503,2664
431712,20640,534936,411456,21800,332048,42569,57347,18596,214333,10000,167492,495,69885,0,27221,44257,12400,11806,80824,180636,2276,89400,27967,924837,14530,1000,87025,77,206267,26991,6159,7496,4755,222969,61377,2575,1262767,1783,4447,151,420,3583,3063,2745,14191,399048,80258,6940,1493,388,2887,77,128,0,72,0,10,1548,52
3504742,641290,436872,1041196,175516,114334,28591,126289,242949,1482903,852160,390070,37892,68789,161941,51927,45593,22477,22528,40142,5632,190614,43950,136447,88556,77406,2381,3334,21776,10158,33942,26244,35570,9961,45257,53530,8963,76050,11787,6748,19096,1906,5457,3858,2834,2956,1231,436,2750,0,655,131,50743,319830,0,12706,2275,0,891,54
622070,110301,225146,96545,63305,54093,14507,118864,100029,72441,135809,25720,5319,130180,11502,17676,11772,38267,8624,36761,19190,18199,1949,2509,15082,522856,2170,689,33398,4521,1039,905,14146,3022,27786,23965,30089,15333,80357,2599,18799,467,30152,292,1325,1088,1448,124,30752,275,7666,0,4448,20153,4,18583,131,11832,0,0
25934,68269,53404,448795,79467,32265,1318,17212,10390,74400,2299,39360,131418,112358,13167,8414,10876,26954,2642,3335,13432,10912,1344,4568,1723,14,12520,2561,12,690,110,119,32008,1854,4811,15485,4911,1201,119,7486,12,628,2,422,143,5,38,255,224,80,92,151,229,0,1891,0,3,5,0,0
0,48741359,51928023,44128283,65403969,28100923,30787475,13189704,177635571,24457595,118973102,17411118,8306675,9305783,23490222,7089082,5375593,8723676,17460413,2415762,4573114,14776362,3946479,1986327,3762066,12854780,3885796,1111367,9340404,2133611,9941060,471024,4347653,1114772,2854515,1327928,6064846,2426156,5114391,1864065,6033241,2875418,2220133,385798,451891,232215,410933,1204476,401605,203542,329547,625595,3728327,3558261,378654,1842725,248319,3767193,260847,103191
259836017,0,50594705,36153931,108477569,25949320,38648083,17574868,24369378,23690323,17696345,10853811,10167061,14557161,20549164,2714221,6885400,11157871,17341183,5496607,7264583,13173660,3705879,3924155,3012114,5354519,5842863,3587953,3134145,3577023,4618218,1114141,4945611,1633013,3112303,705430,1888243,3491941,3176727,2120224,1616821,2838407,1057932,588042,703623,284103,382335,1251838,873291,630127,381131,76329,365133,752091,516952,621733,622633,350222,242285,222732
86873024,30722928,0,68953200,17823015,81703994,9772493,65714031,8480681,59126326,8670434,54691732,5551810,42712947,5955596,39955661,13633888,3199506,6935908,25053446,13272377,5087494,50631647,22965404,20199921,6144465,1780827,18206775,1168704,15242476,5359363,7055667,7716116,5652145,7451410,9160672,2987036,8710665,1201493,7301119,773661,1269487,400928,3383172,2474093,1121071,2329927,1298831,2751127,177853,1085282,4465560,118340,208324,153763,232162,1408433,158983,87756,89520
52337822,5523783,48502841,0,6702598,27866767,3149037,15486578,8602339,19357499,1866094,21520678,4300439,16454565,3934855,5584522,4695645,1278065,4899175,3143418,2775930,1684080,2302420,1912178,7695071,1375570,645349,1638712,417511,3810352,21934871,611500,3036655,1159923,4000056,2750367,2552071,2598208,278831,2035345,190260,837197,96657,342745,414856,144041,340785,423294,347355,275531,287996,432153,47267,63789,93392,69827,281267,55957,34109,124423
141861457,100407681,27025351,22433951,0,12889946,48403127,6191121,12220229,7594491,13077785,9062256,3678528,7363023,19246683,2344455,3109218,26049684,13765147,1992199,5833521,16578957,2343226,2400265,2332931,3405021,6906255,2249290,8464166,748044,2612223,646257,3715886,583923,1757141,723575,1237923,1916468,1254301,1154477,705315,2872262,445565,297613,218862,58208,62582,598586,273652,379431,212956,163318,353048,398450,145882,347130,485844,531622,42885,208520
34765549,9016839,66712113,38823135,8528451,0,2767483,38113067,4126280,15921147,2569505,36206011,2212071,40840989,3811264,12699047,5887817,1875831,3928617,6094739,3676555,1489017,4844589,3468969,5690584,2703583,707609,3259322,417565,3182972,2387621,1118547,2419257,2729891,2201774,5532335,1203847,2083178,756002,3145904,386102,707165,146467,1436499,851388,176143,430630,291062,777459,141992,3092252,2086164,54409,84791,98281,63637,294956,157104,67821,72393
45524515,76820404,11884525,6702939,24414808,4519196,0,4897244,4438073,2877610,6495910,2021238,4412448,3708260,8651796,602161,3485389,3872391,4148450,1582997,4005290,5679022,1021475,589509,1010617,2326778,2869093,1201868,2386083,703771,1139599,900359,1452722,549963,569485,380061,851321,857390,1136847,1467812,593716,720377,347530,144450,143522,47674,114407,256121,182407,210180,97001,11527,92784,584318,58425,399756,123960,151370,48934,34600
32419494,6925292,45183458,22555959,6863261,41127491,2778014,0,3790028,8197682,3498298,10031984,1761723,24746687,2157559,13280766,7566806,1133152,3510013,7187622,4416276,1228052,7943773,3637917,3695705,2280494,568900,3209839,190063,3039440,1523671,1629338,1624977,6262698,1821949,3744942,1733660,2079935,523653,6732141,331602,615403,195257,3415196,1632062,393530,455233,679400,2969778,150468,2757406,530778,109358,120889,250099,115923,313794,84904,75760,41525
294382272,7511155,3396101,8589631,8923739,2476758,2603659,1728488,0,1344447,6169341,1354099,975745,1218680,811826,660682,447119,495378,1530377,224033,516482,562992,491196,260088,390460,1019031,698029,122236,256351,291930,353437,24309,385698,193757,1409581,129238,320387,288657,426169,131455,389315,337429,210394,62017,62642,46520,16389,127256,25752,94919,28904,54138,61136,190471,24544,118191,25102,79495,21592,36414
15503289,2926721,64375190,35494156,2130467,19664484,2759155,20630137,1262186,0,924587,56047309,1047182,11680644,1805458,6067002,2151585,717606,1031153,3473976,1941382,884645,3363903,3079957,7504382,586651,369110,2865302,420991,4894829,2803152,463258,851515,715102,2191601,2853629,1625400,2333436,176535,3023371,167780,271642,67505,425695,260548,161260,568168,140505,373650,67610,240642,1102928,43603,56874,80277,161839,240482,91421,18883,68895
172388577,2225295,2570031,1913558,2535178,868835,459911,342436,12049995,661393,0,878810,99294,3378790,450923,109581,196409,201480,685257,178134,86847,134354,197085,106982,42834,843568,46249,42487,34949,68339,167785,28171,170152,87023,74405,318417,21512,135775,809438,30057,1757068,83370,363904,20690,9757,5953,4694,28970,14275,2265,11544,303,188632,910163,464,303031,6109,429712,50871,134
13405068,4005465,35877245,24606667,2120114,38438922,966905,17075314,1480347,33516381,838751,0,5164388,8832801,760872,3851339,2241112,616167,1084189,2670427,1475806,376996,1910595,1512599,4418120,718969,316873,1465410,226883,2519834,1313953,488653,746346,580184,1420292,1840140,4557586,1278650,188497,1961158,93574,221253,62815,262691,224894,118374,347070,144751,203103,242703,346274,5893662,33038,46707,92359,104812,145083,34380,12345,48813
19873206,9766216,4232063,5689398,3192178,2618156,2112076,2735057,1474768,1712818,959144,3046488,0,1933001,4096717,531320,1280473,1271444,995383,367431,784394,1100864,342196,239623,387981,1202914,1052159,105634,370587,590334,288728,81833,1102548,177615,212871,250551,1276061,164356,153943,396402,247930,157160,122011,79815,36583,45989,20037,100944,58638,1439298,103021,17177,35037,63178,245091,33386,21003,26511,37306,190515
9125459,2081639,22495764,17426481,1762502,33837472,653330,16282931,990655,6019741,3324588,5688655,529869,0,385997,3199493,3555111,336634,1035702,2193720,1226959,255742,1725008,1485466,1797875,1332574,214144,915724,98326,1382988,1033358,584154,880733,902269,1261844,19615728,613674,876397,632758,2151445,333314,129154,193376,659255,336425,63504,155660,75627,281542,22553,677533,155862,195196,126559,17244,139858,106684,115637,48084,14447
15379366,16514596,4930764,6565488,6694676,4274151,5317585,374292,803689,3699302,2225651,713683,3159416,463407,0,288769,216747,5380776,6902213,348665,317212,13356095,155198,179396,204931,815193,9470718,697699,3864578,167757,1078284,56851,453427,57194,191879,34195,330851,160063,35105,28520,52818,872542,27289,25367,18950,5908,6056,34200,25299,737500,13396,10928,3625,24426,22055,8203,18656,18705,6034,9319
13466003,3890301,28436642,5448350,5046359,11145187,1170100,11631051,1760791,2707964,1044234,2531290,7094128,4061797,2430886,0,4057398,1322361,1169930,1114137,878489,1240141,4156322,1201345,1153876,1219363,320603,698914,300241,805915,678834,284457,708092,404518,582704,405143,2464745,573712,141652,748885,209027,192882,78035,324011,183418,123039,99009,201231,260327,143592,142788,199524,12536,69270,20383,48604,78443,78347,16750,26203
5591132,621744,10434571,6876088,283116,4394737,127401,5429432,526148,2079064,241462,2351264,190913,3584893,107849,495310,0,79842,288905,1314437,1732114,67285,1005365,534357,810904,108232,68841,417916,24303,750302,509285,197098,314593,1966162,441113,445210,1221107,383215,38902,1191213,19801,74550,14967,217541,1099423,72281,102566,399737,252174,41334,297546,26552,3727,8131,114948,16617,79906,4175,4451,8403
21032805,13991887,3081127,3740526,15557987,1884825,2688753,1392703,1636139,2341087,1557797,1360643,1196597,1440071,7573211,580895,677783,0,3866692,337345,451831,6033977,355173,429205,320070,521627,3446959,171569,1678686,267644,482538,70729,880048,123747,201246,112470,409075,250646,165268,287846,89840,669199,65794,31733,27231,15427,24550,22449,44028,168173,61680,25511,27511,48505,29205,134441,29444,24770,6948,25893
7659333,16193627,1576570,4514547,24513205,1296962,9859427,1440324,1442334,653430,802356,1086010,4899710,821596,3035819,133381,294078,3244941,0,96927,244282,2151400,77839,91055,345885,628299,2567140,17288,577969,156440,162150,20613,1150628,50913,82731,29307,115592,414412,172357,31852,22259,5405973,63383,20495,72482,3592,7917,31127,8111,100134,5304,2854,1577,14678,5321,5825,5119,4136,5258,47222
2076550,557320,20841689,4039940,227596,4800455,116234,5175835,439686,2622003,126754,2430445,92607,1789953,86698,657379,1244447,122085,273106,0,2746863,52960,1850752,3789015,2761238,134119,24981,2498315,4263,1450028,152912,1399855,202311,1172742,957906,489839,93721,668198,36700,195344,20732,25291,15274,308708,295667,578925,1280162,197125,332747,13609,32856,63319,16440,4060,4108,9402,294155,6952,3319,2182
16177976,15889943,27678734,9936863,6184259,10067573,3936616,9789132,1426054,10370085,562728,5233438,2036952,6452208,409630,821948,12905620,1599616,86763,8985501,0,431175,2811440,4360243,3296427,722131,436489,4868346,379428,1288129,94060,3674490,98628,3338212,1317917,463734,1055730,8124898,21738,4220552,138845,22309,63087,436805,2840701,10093613,4323060,6581786,1698597,8899,375351,44573,12416,102461,22854,45298,1297571,43289,308647,32770
34657973,20093205,4654265,3934366,14669457,1843832,6011639,844996,2155555,5154430,3658310,616591,2435996,843267,27336003,168639,785562,8088424,4832417,377735,672994,0,318328,415120,210946,637076,2148526,471126,1850562,335893,698666,147022,686783,126064,221029,78032,41019,376520,145082,85178,74684,665106,86117,51872,42085,53560,53246,30748,51999,332413,43724,7316,2956,27673,29665,10319,59564,46388,7878,21114
6273407,1609216,32339940,3958727,1324012,4298789,644616,9590415,1065288,1929063,439045,2085969,319643,2359628,568753,5800542,940056,155362,775531,1738395,1210479,140401,0,3037735,1170377,386447,106591,4338538,48470,843284,280039,1333947,525112,1499688,440642,410784,202889,574568,112913,571873,58765,110587,28099,1552890,394109,81047,157966,156624,1067278,18671,58308,156339,2852,11008,5554,7911,102722,10957,6678,4648
2288780,371779,21989153,2977371,391071,3982711,149867,3012288,250853,2095159,243785,1912831,223743,1706091,99771,878238,698561,63696,148014,3633298,988669,59730,3964239,0,1036492,215820,33660,1889216,63343,563725,221589,4367521,242430,928696,403463,276009,96544,458061,20736,240497,15922,23204,16214,428154,264029,99364,231225,95698,434810,1550,28399,76439,8,4455,2086,1977,98702,2090,3203,5941
14220363,3122198,14047282,9587403,2165289,6009888,976577,4602005,1896114,5204721,971939,6320526,1037156,3710251,782381,1192698,1427141,443180,1636703,2327216,1860575,648861,1463469,1262626,0,913091,499723,744374,107749,10260590,636396,279489,762946,388350,7998013,714364,365139,6127461,467467,716650,108437,257274,89014,190854,215819,89021,532219,261416,216189,83719,100734,62669,17976,48572,103858,16716,753799,17313,22505,73004
26217185,9992524,7329632,3665609,4421122,3456015,2500785,3579502,2594773,3481948,5214246,2148472,883163,2579024,713234,516210,798576,1081784,620047,476107,2345735,522716,373194,193558,472044,0,454375,207432,246764,209114,261443,84232,1309806,494041,514006,1220180,166452,508329,3821539,295301,1383387,85276,1028360,88876,312431,154528,29235,166609,132364,13112,152666,58050,246347,432488,29733,685183,35487,385332,824684,16383
12944569,8436960,3028284,2014222,20816731,1428507,8184433,1526320,789251,1863235,653670,1130358,3018949,1766553,10568739,125818,750238,3128370,2991135,318669,349181,4371638,196579,168156,155191,456138,0,109092,1092889,163604,132488,96135,355517,74715,126266,124890,43702,205137,158756,133030,103794,412219,55158,72266,58878,17335,8985,22403,36345,218509,20318,43226,10791,14107,59057,21528,18078,10020,3720,91353
